candidate_id,bindingdb_monomer_id,standardized_smiles,standardized_inchikey,generic_murcko_scaffold_smiles,doi,pmid,sealed_exact_ki_measurement_count,prior_exact_structure_overlap,model_selection_generic_scaffold_overlap,primary_evidence_review_status,intake_status,quarantine_reasons,queue_rank,reviewer_1,reviewer_1_decision,reviewer_2,reviewer_2_decision,adjudicator,final_evidence_decision,review_notes
BDB-50211077,50211077,Nc1nc(NCCc2ccc(O)c(O)c2)nc2sc(-c3ccco3)nc12,KLLJKZAKUJQFQR-UHFFFAOYSA-N,C1CCC(CCCC2CCC3CC(C4CCCC4)CC3C2)CC1,10.1021/acs.jmedchem.6b01068,27933962,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,125,,,,,,,
BDB-50389830,50389830,O=C(CCN1C(=O)c2ccccc2C1=O)Nc1nc2ccccc2s1,ULXHINOEZKZYNA-UHFFFAOYSA-N,CC(CCC1C(C)C2CCCCC2C1C)CC1CC2CCCCC2C1,10.1021/jm300280e,22563707,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,126,,,,,,,
BDB-50171290,50171290,CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,HMXDWDSNPRNUKI-UHFFFAOYSA-N,CC(CC1CCCCC1)C1CC(C2CCCCC2)C(C2CCCCC2)C1,10.1124/jpet.104.067884,15131245,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,127,,,,,,,
BDB-50366767,50366767,CCNC(=O)C1OC(n2cnc3c(NCCCCCCNc4ccc([N+](=O)[O-])c5[n-][o+]nc45)ncnc32)C(O)C1O,JEXFNNUDLKOIMC-UHFFFAOYSA-N,C(CCCCC1CCCC2C(C3CCCC3)CCC12)CCCC1CCCC2CCCC12,10.1016/s0960-894x(01)00610-2,11714602,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,128,,,,,,,
BDB-50364064,50364064,CCNC(=O)[C@H]1C[C@@H](n2cnc3c(N[C@H](CC)Cc4sccc4Cl)ccnc32)[C@H](O)[C@@H]1O,DNPNXAXAKNFJDD-GFOALDQYSA-N,C1CCC(CCCC2CCCC3C(C4CCCC4)CCC23)C1,10.1021/jm201461q,22104008,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,129,,,,,,,
BDB-50491507,50491507,O=C(CCc1ccccc1)Nc1nc2ccccc2c(=O)s1,KLNYLDYPZCWDDA-UHFFFAOYSA-N,CC(CCC1CCCCC1)CC1CC(C)C2CCCCC2C1,10.1021/jm400336x,23631427,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,130,,,,,,,
BDB-50139711,50139711,COc1cccc(-c2nnc(-c3ccc(Cl)c(Cl)c3)[nH]2)c1,DHTUIDHJRHTUOI-UHFFFAOYSA-N,C1CCC(C2CCC(C3CCCCC3)C2)CC1,10.1016/j.bmcl.2003.09.095,14741297,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,131,,,,,,,
BDB-50410648,50410648,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NC4CCc5ccccc54)cc3)cc2n(C)c1=O,AVEYDODSONUKCQ-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)CC4CCC5CCCCC54)CC3)CC2C1,10.1021/jm0506221,16392813,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,132,,,,,,,
BDB-50377454,50377454,O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,XEEQGYMUWCZPDN-IUODEOHRSA-N,C1CCC(CC2CCCC3CCCCC32)CC1,10.1016/j.bmcl.2008.03.075,18406614,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,133,,,,,,,
BDB-44650,44650,N#CCSc1nc2cc(C(=O)N3CCC(C(N)=O)CC3)ccc2c2nc3ccccc3n12,MYUCPCJDLCLXDA-UHFFFAOYSA-N,CC(C1CCCCC1)C1CCC2C(CCC3C4CCCCC4CC23)C1,10.1021/jm300280e,22563707,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,134,,,,,,,
BDB-50139836,50139836,Nc1nc(C(=O)NCc2cccc3cc(C(=O)N4CCCc5ccccc54)cnc23)c2cccc(F)c2n1,WKZDIXJLBNRISL-UHFFFAOYSA-N,CC(CCC1CCCC2CC(C(C)C3CCCC4CCCCC43)CCC12)C1CCCC2CCCCC21,10.1016/j.bmcl.2015.11.048,26781932,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,135,,,,,,,
BDB-50341188,50341188,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)N3CCC(O)(c4cccc(C(F)(F)F)c4)CC3)sc12,SNJRGPSAULQWEJ-UHFFFAOYSA-N,CC(CC1CC2CCCCC2C1)C1CCC(C2CCCCC2)CC1,10.1016/j.bmcl.2011.02.053,21388809,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,136,,,,,,,
BDB-50120761,50120761,Cc1cn2c(NC(=O)C3CCCC3)nc(-c3ccccc3)nc2n1,BSNJZTLENAKNNX-UHFFFAOYSA-N,CC(CC1CC(C2CCCCC2)CC2CCCC21)C1CCCC1,10.1021/jm020911e,12408713,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,137,,,,,,,
BDB-50022732,50022732,Cc1[nH]nc2c([N+](=O)[O-])c3[nH]nc(C)c3cc12,SJGRLFUUACZQRA-UHFFFAOYSA-N,C1CC2CC3CCCC3CC2C1,10.1021/jm00118a032,3172141,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,138,,,,,,,
BDB-50180205,50180205,Cc1ccccc1CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O,AZMGORPHNMBVBU-KSVNGYGVSA-N,CC(CC1CC1)C1CCC(C2CCC3C(CCC4CCCCC4)CCCC32)C1,10.1021/jm050595e,16392812,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,139,,,,,,,
BDB-50313077,50313077,Cn1c(=O)[nH]c2nc(-c3ccco3)c(-c3ccncn3)cc21,OWBPIGOKYQPEBA-UHFFFAOYSA-N,CC1CC2CC(C3CCCCC3)C(C3CCCC3)CC2C1,10.1016/j.bmcl.2010.01.077,20138516,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,140,,,,,,,
BDB-50268211,50268211,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc6c(c5)OCO6)CC4)cc3)[nH]c2c1=O,LKQSGKOYMDGWTQ-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(C(C)(C)C4CCC(CC5CCC6CCCC6C5)CC4)CC3)CC2C1,10.1021/jm900413e,19569717,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,141,,,,,,,
BDB-50312947,50312947,N#Cc1ccc(NC(=O)C2CC2)nc1-c1ccco1,RWRIELQWXMXMNH-UHFFFAOYSA-N,CC(CC1CCCC(C2CCCC2)C1)C1CC1,10.1016/j.bmcl.2010.01.045,20137946,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,142,,,,,,,
BDB-50545432,50545432,Nc1nc(-c2ccc(OCC(O)CN3CCCCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12,AWJQTLFPUKLVQL-UHFFFAOYSA-N,CC1C2CC(C3CCC(CCCCC4CCCCC4)CC3)CCC2CC1C1CCCCC1,10.1016/j.bmcl.2020.127126,32241719,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,143,,,,,,,
BDB-50048017,50048017,CCOC(=O)c1cnc(NCc2ccc(-c3ccccc3)cc2)n2nc(-c3ccco3)nc12,RDPQQFRZIZWHKI-UHFFFAOYSA-N,C1CCC(C2CCC(CCC3CCCC4CC(C5CCCC5)CC34)CC2)CC1,10.1021/jm500752h,24972108,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,144,,,,,,,
BDB-50542172,50542172,CC1=C(C(=O)OC(C)C)C(c2ncco2)n2c(nc3ccccc32)N1,KROGYTVNKZCWBC-UHFFFAOYSA-N,C1CCC(C2CCCC3CC4CCCCC4C32)C1,10.1021/acs.jmedchem.0c00564,32573250,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,145,,,,,,,
BDB-50199463,50199463,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,PWANAKRSKQRVSS-QKZATRHHSA-N,C1CC(CC(C2CC2)C2CC2)C2CCC(C3CCC4CC43)C2C1,10.1021/acs.jmedchem.6b01183|10.1021/acs.jmedchem.8b01662,27933810|30605331,2,False,False,pending_dual_review,eligible_for_primary_evidence_review,,146,,,,,,,
BDB-50139817,50139817,Nc1nc(C(=O)NCc2cccc3c2C(=O)NC3)c2cccc(F)c2n1,FIBSWIHKNWCKJD-UHFFFAOYSA-N,CC(CCC1CCCC2CCC(C)C12)C1CCCC2CCCCC21,10.1016/j.bmcl.2015.11.048,26781932,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,147,,,,,,,
BDB-50011305,50011305,O=C(NCCNC(=O)c1nc(NCC(c2ccccc2)c2ccccc2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)NC1CCN(c2ccccn2)CC1,ZHQNOECYYOPOGK-AAAKGCLZSA-N,CC(CCCCC(C)C1CC(CCC(C2CCCCC2)C2CCCCC2)C2CCC(C3CCCC3)C2C1)CC1CCC(C2CCCCC2)CC1,10.1021/jm4011669,24164628,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,148,,,,,,,
BDB-50496142,50496142,Cn1c(=O)c2[nH]c(-c3ccc(OCCCN4CCN(Cc5ccccc5Cl)CC4)cc3)nc2n(C)c1=O,ACDUFNNGCHAONI-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCCCC4CCC(CC5CCCCC5)CC4)CC3)CC2C1,10.1016/j.ejmech.2014.01.045,24556147,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,149,,,,,,,
BDB-50275669,50275669,Cc1nc2c(N)nc(NCc3cccs3)nc2s1,FAQMPXZLGHDHHK-UHFFFAOYSA-N,C1CCC(CCC2CCC3CCCC3C2)C1,10.1016/j.bmc.2018.05.048,29880250,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,150,,,,,,,
BDB-50318286,50318286,O=C(Nc1ncnc2nn(Cc3ccccc3)cc12)c1cccc(Cl)c1,GNLKLLHCPPYDLC-UHFFFAOYSA-N,CC(CC1CCCC2CC(CC3CCCCC3)CC21)C1CCCCC1,10.1021/jm901785w,20408530,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,151,,,,,,,
BDB-50331936,50331936,CC(C)(NC(=O)COc1ccc2[nH]c(=O)c(-c3nccs3)c(CCC(F)(F)F)c2c1)c1ccccc1,IXGGHXNKNILFJL-UHFFFAOYSA-N,CC(CCC1CCCCC1)CCC1CCC2CC(C)C(C3CCCC3)CC2C1,10.1016/j.bmcl.2010.10.030,21055932,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,152,,,,,,,
BDB-50318250,50318250,COc1ccc(-c2cc(=O)[nH]c(Nc3ccccc3)n2)cc1OC,QGDVJEIIAUKMBX-UHFFFAOYSA-N,CC1CC(CC2CCCCC2)CC(C2CCCCC2)C1,10.1021/jm100240h,20405927,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,153,,,,,,,
BDB-50649071,50649071,Nc1nc2c3ccccc3nc(-c3cccs3)n2n1,XMSOXVWUIFQNHX-UHFFFAOYSA-N,C1CCC2C(C1)CC(C1CCCC1)C1CCCC21,,38669910,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,154,,,,,,,
BDB-50382986,50382986,COC1CCN(c2cccc(-c3nc(N)nc(-c4ccccc4O)n3)c2)CC1,WGFLLKYIRNKGKW-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCCC(C4CCCCC4)C3)C2)CC1,10.1021/jm201455y,22250781,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,155,,,,,,,
BDB-50267396,50267396,O[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(NC3CC4CCC3C4)nc(Cl)nc21,JCAVHDDDZIXFHB-NNBIHLJJSA-N,C1CCC(C2CCC3C(CC4CC5CCC4C5)CCCC23)C1,10.1021/jm801456g,19317449,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,156,,,,,,,
BDB-50517299,50517299,OC[C@H]1O[C@@H](n2cnc3c(NC(C4CCC4)C4CCC4)ncnc32)[C@H](O)[C@@H]1O,VQFKOPZALUTGKJ-BGIGGGFGSA-N,C1CC(C(CC2CCCC3C(C4CCCC4)CCC23)C2CCC2)C1,10.1021/acs.jmedchem.8b01662,30605331,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,157,,,,,,,
BDB-50377566,50377566,Cc1cccc(CNC(=O)n2cnc3c(-c4ccco4)nc(N)nc32)c1,FXGWAOVZUWGRNJ-UHFFFAOYSA-N,CC(CCC1CCCCC1)C1CCC2C(C3CCCC3)CCCC12,10.1016/j.bmcl.2008.03.072,18411049,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,158,,,,,,,
BDB-50494432,50494432,Cn1c(-c2ccco2)nc2c(NC(=O)c3ccc(-c4ccccc4)cc3)ncnc21,AFPYJJLDUPLMID-UHFFFAOYSA-N,CC(CC1CCCC2CC(C3CCCC3)CC12)C1CCC(C2CCCCC2)CC1,10.1016/j.ejmech.2013.10.006,24189496,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,159,,,,,,,
BDB-50003151,50003151,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(C(=O)Oc5ccccc5)CC4)cc3)cc2n(CCC)c1=O,KIDLMTBTXJXJRT-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)C4CCC(C(C)CC5CCCCC5)CC4)CC3)CC2C1,10.1016/j.bmc.2008.01.002,18226909,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,160,,,,,,,
BDB-50336986,50336986,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CCCC1,UEBJAZCBAZVERF-UHFFFAOYSA-N,CC(CC1CCC(C2CCCCC2)C(C2CCCC2)C1)C1CCCC1,10.1021/ml100249e,24900298,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,161,,,,,,,
BDB-50580512,50580512,Nc1nc(-c2ccc(OCCCN3CCCCC3)cc2)c2c(n1)-c1ccccc1C2,QYDDQJVHZBTEMT-UHFFFAOYSA-N,C1CCC(CCCCC2CCC(C3CCCC4C5CCCCC5CC34)CC2)CC1,10.1021/acs.jmedchem.0c00914,34107215,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,162,,,,,,,
BDB-50386112,50386112,COc1cccc2cc(C(=O)NCCCNC(=O)c3cc4cccc(OC)c4oc3=N)c(=N)oc12,RDILGXZZHKVVQM-UHFFFAOYSA-N,CC(CCCCCC(C)C1CC2CCCCC2CC1C)C1CC2CCCCC2CC1C,10.1016/j.ejmech.2012.05.009,22677030,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,163,,,,,,,
BDB-50627155,50627155,O=c1[nH]nc(NC2CCCC2)c2nnn(Cc3cccs3)c12,RATZCLQARSHGQO-UHFFFAOYSA-N,CC1CCC(CC2CCCC2)C2CCC(CC3CCCC3)C12,,37465301,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,164,,,,,,,
BDB-50384416,50384416,Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1,AKMNUCBQGHFICM-UHFFFAOYSA-N,CC(CC1CCC2CCCC2C1)CC1CCCC2CCCCC21,10.1016/j.bmc.2017.07.051,28807572,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,165,,,,,,,
BDB-50410768,50410768,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccco4)cc3)cc2n(C)c1=O,PCVZFCWEKBFCAJ-UHFFFAOYSA-N,CC(CCC1CCCC1)CCC1CCC(C2CC3CC(C)CC(C)C3C2)CC1,10.1021/jm0506221,16392813,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,166,,,,,,,
BDB-50495053,50495053,Cc1cc(C)n(-c2nc(Nc3cnccn3)cc(-n3cccn3)n2)n1,CVVQFVJXZSWYML-UHFFFAOYSA-N,C1CCC(CC2CC(C3CCCC3)CC(C3CCCC3)C2)CC1,10.1016/j.bmcl.2013.11.051,24332624,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,167,,,,,,,
BDB-50495601,50495601,CC(C)n1cc2c(Cl)nc(NC(=O)c3ccccc3)nc2n1,BVHMCXNZSIPWQH-UHFFFAOYSA-N,CC(CC1CCC2CCCC2C1)C1CCCCC1,10.1016/j.bmc.2014.01.018,24518296,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,168,,,,,,,
BDB-50202985,50202985,Nc1nc2c(cnn2CCN2CCN(c3ccc(F)c(F)c3F)CC2)c2nc(-c3ccco3)nn12,NCRDZJIYEHKXFL-UHFFFAOYSA-N,C1CCC(C2CCC(CCC3CCC4C3CCC3CC(C5CCCC5)CC34)CC2)CC1,10.1016/j.bmcl.2006.11.083,17236762,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,169,,,,,,,
BDB-50202575,50202575,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NNC(=O)Cc4cccs4)nc(Cl)nc32)[C@H](O)[C@@H]1O,MXNGBNYQJCQGEV-PFHKOEEOSA-N,CC(CCC1CCCC2C(C3CCCC3)CCC12)CC1CCCC1,10.1021/jm061170a,17228880,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,170,,,,,,,
BDB-50171753,50171753,Cc1ccc2c(O)c(C(=O)NCCc3ccccc3)cnc2n1,NOPDFTZVAJQFFF-UHFFFAOYSA-N,CC(CCCC1CCCCC1)C1CCC2CCCCC2C1,10.1016/j.bmcl.2005.06.064,16099648,2,False,False,pending_dual_review,eligible_for_primary_evidence_review,,171,,,,,,,
BDB-50382982,50382982,COc1ccc(N2CC(C(=O)NC(Cc3ccccc3)C(=O)O)CC2=O)cc1,YNSVRVIBICMHME-UHFFFAOYSA-N,CC(CCCC1CCCCC1)C1CC(C)C(C2CCCCC2)C1,10.1021/jm201455y,22250781,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,172,,,,,,,
BDB-50584581,50584581,N#Cc1c(-c2ccccc2)nc(N)nc1-c1ccc2ccccc2c1,BUXDJJICYXLCEH-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCC4CCCCC4C3)C2)CC1,10.1021/acs.jmedchem.1c01636,35068155,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,173,,,,,,,
BDB-50264831,50264831,O=C(Nc1ccc(F)cc1)Nc1ccc(Nc2nc(-c3ccccc3)nc3c2nnn3Cc2ccccc2)cc1,OLHVMYLPYPPJJK-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CCC(CC2CC(C3CCCCC3)CC3C(CC4CCCCC4)CCC23)CC1,10.1021/jm4011669,24164628,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,174,,,,,,,
BDB-50208784,50208784,Nc1nc(OCCc2ccc3ccccc3c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,LCDBQJZQQFLFGG-QTQZEZTPSA-N,C(CC1CCC2CCCCC2C1)CC1CCC2CCC(C3CCCC3)C2C1,10.1021/jm061278q,17378544,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,175,,,,,,,
BDB-50139728,50139728,O=[N+]([O-])c1ccc(O)c([CH+][N-]N=C(S)Cc2ccccc2)c1,PDTFIAGWAGDHCW-UHFFFAOYSA-N,C1CCC(CCCCCC2CCCCC2)CC1,10.1016/j.bmcl.2003.09.095,14741297,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,176,,,,,,,
BDB-50271642,50271642,O=c1[nH]nc(-c2nccs2)c2sccc12,AUQHNAQGJBULMA-UHFFFAOYSA-N,CC1CCC(C2CCCC2)C2CCCC12,10.1016/j.bmcl.2018.03.086,29627261,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,177,,,,,,,
BDB-50496139,50496139,Cn1c(=O)c2[nH]c(Cc3ccc(OCCCN4CCC5(CC4)OCCO5)cc3)nc2n(C)c1=O,WHJCTOCJGOSTSO-UHFFFAOYSA-N,CC1CC(C)C2CC(CC3CCC(CCCCC4CCC5(CCCC5)CC4)CC3)CC2C1,10.1016/j.ejmech.2014.01.045,24556147,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,178,,,,,,,
BDB-50580310,50580310,Nc1cc(F)ccc1NC(=O)c1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1,OJSWNBSTDSTLPO-UHFFFAOYSA-N,CC(CC1CCCCC1)C1CCC(CCCC2CCC3CC(C4CCCC4)CC3C2)CC1,10.1021/acs.jmedchem.1c01155,34783558,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,179,,,,,,,
BDB-50257000,50257000,Nc1ncnc2c1ncn2C1CCC1,JGFAEEKLMAWINF-UHFFFAOYSA-N,C1CCC2C(C1)CCC2C1CCC1,10.1016/j.bmc.2009.02.030,19282184,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,180,,,,,,,
BDB-14390,14390,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,BNRNXUUZRGQAQC-UHFFFAOYSA-N,CC1CC(C2CCCC(C(C)(C)C3CCCCC3)C2)CC2CCCC12,10.1021/jm300280e,22563707,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,181,,,,,,,
BDB-35839,35839,Cc1ccc(-c2cc(C(=O)NCc3nccn3C(C)C)nc(N)n2)o1,FOBLNBXDRQYXQV-UHFFFAOYSA-N,CC(CCC1CCCC1)C1CCCC(C2CCCC2)C1,10.1016/j.bmc.2009.07.078,19695884,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,182,,,,,,,
BDB-50248578,50248578,COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCCc4ccccn4)nc32)c1,UPPCVKRCEALPST-UHFFFAOYSA-N,CC1C(CC2CCCCC2)C2CCC(CCCC3CCCCC3)CC2C1C1CCCCC1,10.1016/j.bmcl.2009.01.042,19181527,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,183,,,,,,,
BDB-50414356,50414356,CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NN4CCc5ccccc5C4)cc3)nc2n(CCCOC)c1=O,OWZKUWVVPFHDPB-UHFFFAOYSA-N,CC(CCC1CCC(C2CC3CC(C)CC(C)C3C2)CC1)CC1CCC2CCCCC2C1,10.1016/j.bmc.2009.03.029,19346133,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,184,,,,,,,
BDB-50343135,50343135,O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(Cl)cc3)nn12,UMYJKAPQXPVTEH-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CC2CC(CCC3CCCCC3)CC2C2CC(C3CCCCC3)CC12,10.1016/j.bmc.2011.08.026,21908194,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,185,,,,,,,
BDB-50275637,50275637,Cc1nc2c(N)nc(Nc3ccccc3)nc2s1,JXMVGWKOLQYAPP-UHFFFAOYSA-N,C1CCC(CC2CCC3CCCC3C2)CC1,10.1016/j.bmc.2018.05.048,29880250,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,186,,,,,,,
BDB-50298553,50298553,O=C(Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12)C(c1ccccc1)c1ccccc1,LWYRFEDQIGXNNB-UHFFFAOYSA-N,CC(CC1CC2CC(CCC3CCCCC3)CC2C2CC(C3CCCC3)CC12)C(C1CCCCC1)C1CCCCC1,10.1016/j.bmc.2009.05.038,19501513,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,187,,,,,,,
BDB-50346909,50346909,Cn1cc2c(n1)c(N)nc1c(OCc3ccccc3)cccc12,BTNNZWURLUOUIL-UHFFFAOYSA-N,C1CCC(CCC2CCCC3C4CCCC4CCC23)CC1,10.1016/j.bmc.2011.05.001,21616671,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,188,,,,,,,
BDB-50271536,50271536,O=C(NCc1ccccc1)Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12,VIBOPLGOAIYGMR-UHFFFAOYSA-N,CC(CCC1CCCCC1)CC1CC2CCCCC2C2C(C)C(C3CCCCC3)CC12,10.1016/j.bmc.2008.04.039,18468446,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,189,,,,,,,
BDB-50545315,50545315,Nc1nc(NCC2CCN(CC(=O)Nc3ccc(S(N)(=O)=O)cc3)CC2)nc2sc(-c3ccco3)nc12,UQWRJYJCAOENJM-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CCC(CCC2CCC3CC(C4CCCC4)CC3C2)CC1,10.1016/j.bmcl.2020.127067,32165041,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,190,,,,,,,
BDB-50395552,50395552,O=C(Cc1ccccc1)Nc1nn2c(-c3ccco3)nnc2s1,XJNXZELXQVQLKI-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CC2CCC(C3CCCC3)C2C1,10.1021/jm3003069,22827545,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,191,,,,,,,
BDB-50047917,50047917,OC[C@H]1O[C@@H](n2cnc3c(NC4CC4c4ccccc4)nc(C#Cc4ccccc4)nc32)[C@H](O)[C@@H]1O,ZUZUSCXGJHXEMB-WXAVEZDYSA-N,C1CCC(CCC2CC(CC3CC3C3CCCCC3)C3CCC(C4CCCC4)C3C2)CC1,10.1016/j.bmcl.2014.06.006,24969016,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,192,,,,,,,
BDB-50091143,50091143,c1ccc(CCNc2nc3ccccc3c3cn(-c4ccccc4)nc23)cc1,CYSDHZJPDQKSJB-UHFFFAOYSA-N,C1CCC(CCCC2CC3CCCCC3C3CC(C4CCCCC4)CC23)CC1,10.1021/jm000936i,10956220,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,193,,,,,,,
BDB-50628408,50628408,Nc1nc(NCCc2ccc(O)cc2)nc2c1nc(-c1cccs1)n2[C@@H]1SC[C@@H](O)[C@H]1O,XRKKJGGYJHRJNY-OWDMVUQNSA-N,C1CCC(CCCC2CCC3CC(C4CCCC4)C(C4CCCC4)C3C2)CC1,10.1021/acs.jmedchem.3c00806,37603705,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,194,,,,,,,
BDB-50341193,50341193,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)C3CCN(Cc4cccc(C(F)(F)F)c4)CC3)sc12,OMVHCFMRXIFNMI-UHFFFAOYSA-N,CC(CC1CC2CCCCC2C1)C1CCC(CC2CCCCC2)CC1,10.1016/j.bmcl.2011.02.053,21388809,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,195,,,,,,,
BDB-50360193,50360193,O=C(Nc1nc(=O)[nH]c2nc(-c3ccco3)nn12)c1ccccc1,HZRPPZVAFJLQIQ-UHFFFAOYSA-N,CC1CC(CC(C)C2CCCCC2)C2CC(C3CCCC3)CC2C1,10.1021/jm101349u,21214204,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,196,,,,,,,
