queue_rank,candidate_id,bindingdb_monomer_id,standardized_inchikey,doi,pmid,pmcids,article_titles,pass_1_status,fulltext_available,pass_2_required,external_cohort_admitted
93,BDB-21217,21217,HQNVISKJTIKRQJ-UHFFFAOYSA-N,10.1021/jm050792d|10.1021/jm300087j|10.1021/jm701159t,16366607|18269230|22468757,,"2-(Benzimidazol-2-yl)quinoxalines: a novel class of selective antagonists at human A(1) and A(3) adenosine receptors designed by 3D database searching. | Derivatives of 4-amino-6-hydroxy-2-mercaptopyrimidine as novel, potent, and selective A3 adenosine receptor antagonists. | Medicinal chemistry of A₃ adenosine receptor modulators: pharmacological activities and therapeutic implications.",metadata_pass_needs_fulltext,False,True,False
94,BDB-50505398,50505398,CERHJURNDKCFRJ-UHFFFAOYSA-N,10.1021/acs.jmedchem.9b00778,31453698,,"Antioxidant-Conjugated 1,2,4-Triazolo[4,3-a]pyrazin-3-one Derivatives: Highly Potent and Selective Human A2A Adenosine Receptor Antagonists Possessing Protective Efficacy in Neuropathic Pain.",metadata_pass_needs_fulltext,False,True,False
95,BDB-50232049,50232049,FTYUKYLDBALLID-UHFFFAOYSA-N,10.1016/j.ejmech.2016.11.007,27842891,,"A2B adenosine receptor antagonists: Design, synthesis and biological evaluation of novel xanthine derivatives.",quarantine_target_not_supported,False,False,False
96,BDB-50306787,50306787,GHCCRBAXZVOAEU-UHFFFAOYSA-N,10.1021/jm901647p,20095623,PMC2826142,Structure-based discovery of novel chemotypes for adenosine A(2A) receptor antagonists.,metadata_pass_fulltext_ready,True,True,False
97,BDB-50487423,50487423,UAWCCUPYYLZMFD-UHFFFAOYSA-N,10.1007/s00044-008-9100-9,,,,metadata_pass_doi_only_needs_source_retrieval,False,True,False
98,BDB-50376934,50376934,AYTIQMDUSGIKIT-FTBITJBVSA-N,10.1021/jm701442d,18321038,PMC6540094,Probing distal regions of the A2B adenosine receptor by quantitative structure-activity relationship modeling of known and novel agonists.,quarantine_target_not_supported,False,False,False
99,BDB-50534168,50534168,HJXMNEXKEFWFHF-UHFFFAOYSA-N,10.1016/j.bmc.2016.09.003,27658798,,"8-Substituted 1,3-dimethyltetrahydropyrazino[2,1-f]purinediones: Water-soluble adenosine receptor antagonists and monoamine oxidase B inhibitors.",metadata_pass_needs_fulltext,False,True,False
100,BDB-50189817,50189817,CVTMECIYXVPNLC-UHFFFAOYSA-N,10.1021/jm060373w,16789747,,"4-amido-2-aryl-1,2,4-triazolo[4,3-a]quinoxalin-1-ones as new potent and selective human A3 adenosine receptor antagonists. synthesis, pharmacological evaluation, and ligand-receptor modeling studies.",quarantine_target_not_supported,False,False,False
101,BDB-50360187,50360187,JJJCYECCFBECJK-UHFFFAOYSA-N,10.1021/jm101349u,21214204,PMC3578427,"Synthesis and biological evaluation of a new series of 1,2,4-triazolo[1,5-a]-1,3,5-triazines as human A(2A) adenosine receptor antagonists with improved water solubility.",metadata_pass_needs_fulltext,False,True,False
102,BDB-50141456,50141456,RZWYFQWUSTWXOT-XKLVTHTNSA-N,10.1016/j.bmcl.2004.01.011,15006389,,2-(N-acyl) and 2-N-acyl-N(6)-substituted analogues of adenosine and their affinity at the human adenosine receptors.,metadata_pass_needs_fulltext,False,True,False
103,BDB-50555722,50555722,XXOMDNKNONGBRR-UHFFFAOYSA-N,10.1016/j.ejmech.2020.112478,32659606,,"Discovery of first-in-class multi-target adenosine A2A receptor antagonists-carbonic anhydrase IX and XII inhibitors. 8-Amino-6-aryl-2-phenyl-1,2,4-triazolo [4,3-a]pyrazin-3-one derivatives as new potential antitumor agents.",metadata_pass_needs_fulltext,False,True,False
104,BDB-50309781,50309781,IMOUNXQRZGLBSG-DYHDFLJKSA-N,10.1016/j.bmc.2009.12.018,20036562,PMC2818678,2-Dialkynyl derivatives of (N)-methanocarba nucleosides: 'Clickable' A(3) adenosine receptor-selective agonists.,metadata_pass_fulltext_ready,True,True,False
105,BDB-50649072,50649072,DAEVVVNWLHLTCV-UHFFFAOYSA-N,,38669910,,Quinazolines annelated at the N(3)-C(4) bond: Synthesis and biological activity.,quarantine_nonprimary_source,False,False,False
106,BDB-50232048,50232048,NRRYCEINQLPTLE-UHFFFAOYSA-N,10.1016/j.ejmech.2016.11.007,27842891,,"A2B adenosine receptor antagonists: Design, synthesis and biological evaluation of novel xanthine derivatives.",quarantine_target_not_supported,False,False,False
107,BDB-50147637,50147637,LUUSEYRGIWCHGC-UHFFFAOYSA-N,10.1016/j.bmcl.2004.03.104,15149696,,Comparison of inhibitory activity of isomeric triazolopyridine derivatives towards adenosine receptor subtypes or do similar structures reveal similar bioactivities?,quarantine_target_not_supported,False,False,False
108,BDB-50324969,50324969,GQUGZFLBFPOQQC-UHFFFAOYSA-N,10.1016/j.bmcl.2010.06.138,20659802,,Hit-to-lead optimization of a series of carboxamides of ethyl 2-amino-4-phenylthiazole-5-carboxylates as novel adenosine A2A receptor antagonists.,metadata_pass_requires_endpoint_resolution,False,True,False
109,BDB-50083915,50083915,UUFLIBCXLXMTGF-UHFFFAOYSA-N,10.1021/jm001054m,11462973,,"3-Aryl[1,2,4]triazino[4,3-a]benzimidazol-4(10H)-ones: a new class of selective A1 adenosine receptor antagonists.",metadata_pass_needs_fulltext,False,True,False
110,BDB-50410730,50410730,ARQDPBXHSFRPRH-UHFFFAOYSA-N,10.1021/jm0506221,16392813,,"Design, synthesis, and structure-activity relationships of 1-,3-,8-, and 9-substituted-9-deazaxanthines at the human A2B adenosine receptor.",metadata_pass_needs_fulltext,False,True,False
111,BDB-175399,175399,IDGFGLTVKLOCMJ-UHFFFAOYSA-N,10.1016/j.bioorg.2016.01.003,26851736,,Synthesis and pharmacological characterization of novel xanthine carboxylate amides as A2A adenosine receptor ligands exhibiting bronchospasmolytic activity.,metadata_pass_needs_fulltext,False,True,False
112,BDB-50055085,50055085,OYGJIKRTCDDVRM-UHFFFAOYSA-N,10.1016/j.ejmech.2014.07.060,25063944,,"7-Amino-2-phenylpyrazolo[4,3-d]pyrimidine derivatives: structural investigations at the 5-position to target human A₁ and A(2A) adenosine receptors. Molecular modeling and pharmacological studies.",metadata_pass_needs_fulltext,False,True,False
113,BDB-50494549,50494549,JNILKZBFDIKTIT-IOOBAMJDSA-N,10.1016/j.bmc.2013.09.044,24139167,,"1,3-Dialkyl-substituted tetrahydropyrimido[1,2-f]purine-2,4-diones as multiple target drugs for the potential treatment of neurodegenerative diseases.",metadata_pass_needs_fulltext,False,True,False
114,BDB-175402,175402,UFDSXJSHQYVRHF-UHFFFAOYSA-N,10.1016/j.bioorg.2016.01.003,26851736,,Synthesis and pharmacological characterization of novel xanthine carboxylate amides as A2A adenosine receptor ligands exhibiting bronchospasmolytic activity.,metadata_pass_needs_fulltext,False,True,False
115,BDB-50187588,50187588,DJMAOAZZXABOFN-UHFFFAOYSA-N,10.1016/j.bmc.2016.07.028,27485602,,Similarities and differences in affinity and binding modes of tricyclic pyrimido- and pyrazinoxanthines at human and rat adenosine receptors.,metadata_pass_needs_fulltext,False,True,False
116,BDB-50176819,50176819,JPKVNXGYCSFLGI-UHFFFAOYSA-N,10.1021/jm050407k,16279775,,"Synthesis and 3D QSAR of new pyrazolo[3,4-b]pyridines: potent and selective inhibitors of A1 adenosine receptors.",metadata_pass_needs_fulltext,False,True,False
117,BDB-50116384,50116384,SGNCTBLOFLIZCK-UHFFFAOYSA-N,10.1021/jm0208469,12139445,,"Pyrido[2,1-f]purine-2,4-dione derivatives as a novel class of highly potent human A(3) adenosine receptor antagonists.",metadata_pass_needs_fulltext,False,True,False
118,BDB-50137522,50137522,PBXFOUQUQNIFAX-UHFFFAOYSA-N,10.1016/j.ejmech.2015.12.019,26717203,,"5,7-Disubstituted-[1,2,4]triazolo[1,5-a][1,3,5]triazines as pharmacological tools to explore the antagonist selectivity profiles toward adenosine receptors.",quarantine_target_not_supported,False,False,False
119,BDB-175385,175385,CQMZWYQNQJMCCO-UHFFFAOYSA-N,10.1016/j.bioorg.2016.01.003,26851736,,Synthesis and pharmacological characterization of novel xanthine carboxylate amides as A2A adenosine receptor ligands exhibiting bronchospasmolytic activity.,metadata_pass_needs_fulltext,False,True,False
120,BDB-50156616,50156616,FARQWWRBQXFTDH-RDJZCZTQSA-N,10.1021/jm701594y,18637670,,2-Amino-6-furan-2-yl-4-substituted nicotinonitriles as A2A adenosine receptor antagonists.,metadata_pass_needs_fulltext,False,True,False
121,BDB-50573591,50573591,XCPOOYABRFHDAQ-GZBFAFLISA-N,10.1016/j.ejmech.2021.113607,34171656,PMC8448983,"Synthesis and evaluation of adenosine derivatives as A1, A2A, A2B and A3 adenosine receptor ligands containing boron clusters as phenyl isosteres and selective A3 agonists.",metadata_pass_fulltext_ready,True,True,False
122,BDB-50513536,50513536,BSBGWMHQUSMMBO-HIJSFIBBSA-N,10.1016/j.ejmech.2019.06.050,31255928,,"Design, synthesis and biological evaluation of 2-hydrazinyladenosine derivatives as A2A adenosine receptor ligands.",metadata_pass_needs_fulltext,False,True,False
123,BDB-50264171,50264171,ZGLFUGCOCLZCQG-XWAOVWAASA-N,10.1016/j.bmc.2008.08.007,18752961,PMC2593936,Selective A(3) adenosine receptor antagonists derived from nucleosides containing a bicyclo[3.1.0]hexane ring system.,metadata_pass_fulltext_ready,True,True,False
124,BDB-50313075,50313075,FUZVDFCUPYVIEA-UHFFFAOYSA-N,10.1016/j.bmcl.2010.01.077,20138516,,Discovery of potent and selective bicyclic A(2B) adenosine receptor antagonists via bioisosteric amide replacement.,quarantine_target_not_supported,False,False,False
125,BDB-50211077,50211077,KLLJKZAKUJQFQR-UHFFFAOYSA-N,10.1021/acs.jmedchem.6b01068,27933962,,"Design, Synthesis, and Pharmacological Characterization of 2-(2-Furanyl)thiazolo[5,4-d]pyrimidine-5,7-diamine Derivatives: New Highly Potent A2A Adenosine Receptor Inverse Agonists with Antinociceptive Activity.",metadata_pass_needs_fulltext,False,True,False
126,BDB-50389830,50389830,ULXHINOEZKZYNA-UHFFFAOYSA-N,10.1021/jm300280e,22563707,,A prospective cross-screening study on G-protein-coupled receptors: lessons learned in virtual compound library design.,metadata_pass_needs_fulltext,False,True,False
127,BDB-50171290,50171290,HMXDWDSNPRNUKI-UHFFFAOYSA-N,10.1124/jpet.104.067884,15131245,,"SR147778 [5-(4-bromophenyl)-1-(2,4-dichlorophenyl)-4-ethyl-N-(1-piperidinyl)-1H-pyrazole-3-carboxamide], a new potent and selective antagonist of the CB1 cannabinoid receptor: biochemical and pharmacological characterization.",quarantine_target_not_supported,False,False,False
128,BDB-50366767,50366767,JEXFNNUDLKOIMC-UHFFFAOYSA-N,10.1016/s0960-894x(01)00610-2,11714602,,7-Nitrobenzofurazan (NBD) derivatives of 5'-N-ethylcarboxamidoadenosine (NECA) as new fluorescent probes for human A(3) adenosine receptors.,quarantine_target_not_supported,False,False,False
129,BDB-50364064,50364064,DNPNXAXAKNFJDD-GFOALDQYSA-N,10.1021/jm201461q,22104008,PMC3261785,Evaluation of molecular modeling of agonist binding in light of the crystallographic structure of an agonist-bound A₂A adenosine receptor.,metadata_pass_fulltext_ready,True,True,False
130,BDB-50491507,50491507,KLNYLDYPZCWDDA-UHFFFAOYSA-N,10.1021/jm400336x,23631427,,"Dual targeting of adenosine A(2A) receptors and monoamine oxidase B by 4H-3,1-benzothiazin-4-ones.",metadata_pass_needs_fulltext,False,True,False
131,BDB-50139711,50139711,DHTUIDHJRHTUOI-UHFFFAOYSA-N,10.1016/j.bmcl.2003.09.095,14741297,,"Synthesis and SAR evaluation of 1,2,4-triazoles as A(2A) receptor antagonists.",metadata_pass_requires_endpoint_resolution,False,True,False
132,BDB-50410648,50410648,AVEYDODSONUKCQ-UHFFFAOYSA-N,10.1021/jm0506221,16392813,,"Design, synthesis, and structure-activity relationships of 1-,3-,8-, and 9-substituted-9-deazaxanthines at the human A2B adenosine receptor.",metadata_pass_needs_fulltext,False,True,False
133,BDB-50377454,50377454,XEEQGYMUWCZPDN-IUODEOHRSA-N,10.1016/j.bmcl.2008.03.075,18406614,,"Antagonists of the human adenosine A2A receptor. Part 1: Discovery and synthesis of thieno[3,2-d]pyrimidine-4-methanone derivatives.",metadata_pass_requires_endpoint_resolution,False,True,False
134,BDB-44650,44650,MYUCPCJDLCLXDA-UHFFFAOYSA-N,10.1021/jm300280e,22563707,,A prospective cross-screening study on G-protein-coupled receptors: lessons learned in virtual compound library design.,metadata_pass_needs_fulltext,False,True,False
135,BDB-50139836,50139836,WKZDIXJLBNRISL-UHFFFAOYSA-N,10.1016/j.bmcl.2015.11.048,26781932,,Discovery of aminoquinazoline derivatives as human A(2A) adenosine receptor antagonists.,metadata_pass_requires_endpoint_resolution,False,True,False
136,BDB-50341188,50341188,SNJRGPSAULQWEJ-UHFFFAOYSA-N,10.1016/j.bmcl.2011.02.053,21388809,,Discovery of benzothiazole-based adenosine A2B receptor antagonists with improved A2A selectivity.,metadata_pass_requires_endpoint_resolution,False,True,False
137,BDB-50120761,50120761,BSNJZTLENAKNNX-UHFFFAOYSA-N,10.1021/jm020911e,12408713,,"Design, synthesis and biological evaluation of novel N-alkyl- and N-acyl-(7-substituted-2-phenylimidazo[1,2-a][1,3,5]triazin-4-yl)amines (ITAs) as novel A(1) adenosine receptor antagonists.",metadata_pass_needs_fulltext,False,True,False
138,BDB-50022732,50022732,SJGRLFUUACZQRA-UHFFFAOYSA-N,10.1021/jm00118a032,3172141,,"Benzo[1,2-c:5,4-c']dipyrazoles: non-xanthine adenosine antagonists.",quarantine_target_not_supported,False,False,False
139,BDB-50180205,50180205,AZMGORPHNMBVBU-KSVNGYGVSA-N,10.1021/jm050595e,16392812,,Structure-activity relationships of 2-chloro-N6-substituted-4'-thioadenosine-5'-uronamides as highly potent and selective agonists at the human A3 adenosine receptor.,quarantine_target_not_supported,False,False,False
140,BDB-50313077,50313077,OWBPIGOKYQPEBA-UHFFFAOYSA-N,10.1016/j.bmcl.2010.01.077,20138516,,Discovery of potent and selective bicyclic A(2B) adenosine receptor antagonists via bioisosteric amide replacement.,quarantine_target_not_supported,False,False,False
141,BDB-50268211,50268211,LKQSGKOYMDGWTQ-UHFFFAOYSA-N,10.1021/jm900413e,19569717,,1-alkyl-8-(piperazine-1-sulfonyl)phenylxanthines: development and characterization of adenosine A2B receptor antagonists and a new radioligand with subnanomolar affinity and subtype specificity.,metadata_pass_needs_fulltext,False,True,False
142,BDB-50312947,50312947,RWRIELQWXMXMNH-UHFFFAOYSA-N,10.1016/j.bmcl.2010.01.045,20137946,,"Discovery of N-(5,6-diarylpyridin-2-yl)amide derivatives as potent and selective A(2B) adenosine receptor antagonists.",quarantine_target_not_supported,False,False,False
143,BDB-50545432,50545432,AWJQTLFPUKLVQL-UHFFFAOYSA-N,10.1016/j.bmcl.2020.127126,32241719,,"New 8-amino-1,2,4-triazolo[4,3-a]pyrazin-3-one derivatives. Evaluation of different moieties on the 6-aryl ring to obtain potent and selective human A2A adenosine receptor antagonists.",metadata_pass_needs_fulltext,False,True,False
144,BDB-50048017,50048017,RDPQQFRZIZWHKI-UHFFFAOYSA-N,10.1021/jm500752h,24972108,,"Scaffold decoration at positions 5 and 8 of 1,2,4-triazolo[1,5-c]pyrimidines to explore the antagonist profiling on adenosine receptors: a preliminary structure-activity relationship study.",quarantine_target_not_supported,False,False,False
145,BDB-50542172,50542172,KROGYTVNKZCWBC-UHFFFAOYSA-N,10.1021/acs.jmedchem.0c00564,32573250,,Nitrogen-Walk Approach to Explore Bioisosteric Replacements in a Series of Potent A2B Adenosine Receptor Antagonists.,quarantine_target_not_supported,False,False,False
146,BDB-50199463,50199463,PWANAKRSKQRVSS-QKZATRHHSA-N,10.1021/acs.jmedchem.6b01183|10.1021/acs.jmedchem.8b01662,27933810|30605331,PMC5201133|PMC6467784,Structure-Based Scaffold Repurposing for G Protein-Coupled Receptors: Transformation of Adenosine Derivatives into 5HT2B/5HT2C Serotonin Receptor Antagonists. | Design and in Vivo Characterization of A1 Adenosine Receptor Agonists in the Native Ribose and Conformationally Constrained (N)-Methanocarba Series.,quarantine_target_not_supported,True,False,False
147,BDB-50139817,50139817,FIBSWIHKNWCKJD-UHFFFAOYSA-N,10.1016/j.bmcl.2015.11.048,26781932,,Discovery of aminoquinazoline derivatives as human A(2A) adenosine receptor antagonists.,metadata_pass_requires_endpoint_resolution,False,True,False
148,BDB-50011305,50011305,ZHQNOECYYOPOGK-AAAKGCLZSA-N,10.1021/jm4011669,24164628,,Adenosine A2A receptor as a drug discovery target.,quarantine_nonprimary_source,False,False,False
149,BDB-50496142,50496142,ACDUFNNGCHAONI-UHFFFAOYSA-N,10.1016/j.ejmech.2014.01.045,24556147,,Novel 8-(p-substituted-phenyl/benzyl)xanthines with selectivity for the A2A adenosine receptor possess bronchospasmolytic activity.,metadata_pass_needs_fulltext,False,True,False
150,BDB-50275669,50275669,FAQMPXZLGHDHHK-UHFFFAOYSA-N,10.1016/j.bmc.2018.05.048,29880250,,"Identification of novel thiazolo[5,4-d]pyrimidine derivatives as human A1 and A2A adenosine receptor antagonists/inverse agonists.",metadata_pass_needs_fulltext,False,True,False
151,BDB-50318286,50318286,GNLKLLHCPPYDLC-UHFFFAOYSA-N,10.1021/jm901785w,20408530,,"Novel N2-substituted pyrazolo[3,4-d]pyrimidine adenosine A3 receptor antagonists: inhibition of A3-mediated human glioblastoma cell proliferation.",metadata_pass_needs_fulltext,False,True,False
152,BDB-50331936,50331936,IXGGHXNKNILFJL-UHFFFAOYSA-N,10.1016/j.bmcl.2010.10.030,21055932,,Discovery of novel quinolinone adenosine A2B antagonists.,quarantine_target_not_supported,False,False,False
153,BDB-50318250,50318250,QGDVJEIIAUKMBX-UHFFFAOYSA-N,10.1021/jm100240h,20405927,PMC2865168,Structure-based discovery of A2A adenosine receptor ligands.,metadata_pass_fulltext_ready,True,True,False
154,BDB-50649071,50649071,XMSOXVWUIFQNHX-UHFFFAOYSA-N,,38669910,,Quinazolines annelated at the N(3)-C(4) bond: Synthesis and biological activity.,quarantine_nonprimary_source,False,False,False
155,BDB-50382986,50382986,WGFLLKYIRNKGKW-UHFFFAOYSA-N,10.1021/jm201455y,22250781,PMC3308209,Identification of novel adenosine A(2A) receptor antagonists by virtual screening.,metadata_pass_fulltext_ready,True,True,False
156,BDB-50267396,50267396,JCAVHDDDZIXFHB-NNBIHLJJSA-N,10.1021/jm801456g,19317449,,N6-Cycloalkyl- and N6-bicycloalkyl-C5'(C2')-modified adenosine derivatives as high-affinity and selective agonists at the human A1 adenosine receptor with antinociceptive effects in mice.,metadata_pass_needs_fulltext,False,True,False
157,BDB-50517299,50517299,VQFKOPZALUTGKJ-BGIGGGFGSA-N,10.1021/acs.jmedchem.8b01662,30605331,PMC6467784,Design and in Vivo Characterization of A1 Adenosine Receptor Agonists in the Native Ribose and Conformationally Constrained (N)-Methanocarba Series.,quarantine_target_not_supported,True,False,False
158,BDB-50377566,50377566,FXGWAOVZUWGRNJ-UHFFFAOYSA-N,10.1016/j.bmcl.2008.03.072,18411049,,"Antagonists of the human adenosine A2A receptor. Part 3: Design and synthesis of pyrazolo[3,4-d]pyrimidines, pyrrolo[2,3-d]pyrimidines and 6-arylpurines.",metadata_pass_requires_endpoint_resolution,False,True,False
159,BDB-50494432,50494432,AFPYJJLDUPLMID-UHFFFAOYSA-N,10.1016/j.ejmech.2013.10.006,24189496,,8-(2-Furyl)adenine derivatives as A₂A adenosine receptor ligands.,quarantine_target_not_supported,False,False,False
160,BDB-50003151,50003151,KIDLMTBTXJXJRT-UHFFFAOYSA-N,10.1016/j.bmc.2008.01.002,18226909,,"1-, 3- and 8-substituted-9-deazaxanthines as potent and selective antagonists at the human A2B adenosine receptor.",metadata_pass_needs_fulltext,False,True,False
161,BDB-50336986,50336986,UEBJAZCBAZVERF-UHFFFAOYSA-N,10.1021/ml100249e,24900298,PMC4018059,"Discovery of LAS101057: A Potent, Selective, and Orally Efficacious A2B Adenosine Receptor Antagonist.",quarantine_target_not_supported,False,False,False
162,BDB-50580512,50580512,QYDDQJVHZBTEMT-UHFFFAOYSA-N,10.1021/acs.jmedchem.0c00914,34107215,,Adenosine A2AR/A1R Antagonists Enabling Additional H3R Antagonism for the Treatment of Parkinson's Disease.,metadata_pass_needs_fulltext,False,True,False
163,BDB-50386112,50386112,RDILGXZZHKVVQM-UHFFFAOYSA-N,10.1016/j.ejmech.2012.05.009,22677030,,"New chromene scaffolds for adenosine A(2A) receptors: synthesis, pharmacology and structure-activity relationships.",metadata_pass_needs_fulltext,False,True,False
164,BDB-50627155,50627155,RATZCLQARSHGQO-UHFFFAOYSA-N,,37465301,PMC10351082,The Hitchhiker's Guide to Deep Learning Driven Generative Chemistry.,quarantine_nonprimary_source,True,False,False
165,BDB-50384416,50384416,AKMNUCBQGHFICM-UHFFFAOYSA-N,10.1016/j.bmc.2017.07.051,28807572,,Identification of highly selective and potent orexin receptor 1 antagonists derived from a dual orexin receptor 1/2 antagonist based on the structural framework of pyrazoylethylbenzamide.,quarantine_target_not_supported,False,False,False
166,BDB-50410768,50410768,PCVZFCWEKBFCAJ-UHFFFAOYSA-N,10.1021/jm0506221,16392813,,"Design, synthesis, and structure-activity relationships of 1-,3-,8-, and 9-substituted-9-deazaxanthines at the human A2B adenosine receptor.",metadata_pass_needs_fulltext,False,True,False
167,BDB-50495053,50495053,CVVQFVJXZSWYML-UHFFFAOYSA-N,10.1016/j.bmcl.2013.11.051,24332624,,Replacement of amide with bioisosteres led to a new series of potent adenosine A2A receptor antagonists.,metadata_pass_requires_endpoint_resolution,False,True,False
168,BDB-50495601,50495601,BVHMCXNZSIPWQH-UHFFFAOYSA-N,10.1016/j.bmc.2014.01.018,24518296,,"Discovery of simplified N²-substituted pyrazolo[3,4-d]pyrimidine derivatives as novel adenosine receptor antagonists: efficient synthetic approaches, biological evaluations and molecular docking studies.",quarantine_target_not_supported,False,False,False
169,BDB-50202985,50202985,NCRDZJIYEHKXFL-UHFFFAOYSA-N,10.1016/j.bmcl.2006.11.083,17236762,,"Potent, selective, and orally active adenosine A2A receptor antagonists: arylpiperazine derivatives of pyrazolo[4,3-e]-1,2,4-triazolo[1,5-c]pyrimidines.",metadata_pass_requires_endpoint_resolution,False,True,False
170,BDB-50202575,50202575,MXNGBNYQJCQGEV-PFHKOEEOSA-N,10.1021/jm061170a,17228880,,Synthesis and biological evaluation of novel 1-deoxy-1-[6-[((hetero)arylcarbonyl)hydrazino]- 9H-purin-9-yl]-N-ethyl-beta-D-ribofuranuronamide derivatives as useful templates for the development of A2B adenosine receptor agonists.,quarantine_target_not_supported,False,False,False
171,BDB-50171753,50171753,NOPDFTZVAJQFFF-UHFFFAOYSA-N,10.1016/j.bmcl.2005.06.064,16099648,,"1,8-Naphthyridin-4-one derivatives as new ligands of A2A adenosine receptors.",metadata_pass_needs_fulltext,False,True,False
172,BDB-50382982,50382982,YNSVRVIBICMHME-UHFFFAOYSA-N,10.1021/jm201455y,22250781,PMC3308209,Identification of novel adenosine A(2A) receptor antagonists by virtual screening.,metadata_pass_fulltext_ready,True,True,False
173,BDB-50584581,50584581,BUXDJJICYXLCEH-UHFFFAOYSA-N,10.1021/acs.jmedchem.1c01636,35068155,PMC8842224,"Optimization of 2-Amino-4,6-diarylpyrimidine-5-carbonitriles as Potent and Selective A1 Antagonists.",metadata_pass_fulltext_ready,True,True,False
174,BDB-50264831,50264831,OLHVMYLPYPPJJK-UHFFFAOYSA-N,10.1021/jm4011669,24164628,,Adenosine A2A receptor as a drug discovery target.,quarantine_nonprimary_source,False,False,False
175,BDB-50208784,50208784,LCDBQJZQQFLFGG-QTQZEZTPSA-N,10.1021/jm061278q,17378544,PMC3405160,"Structure-activity relationships of 2,N(6),5'-substituted adenosine derivatives with potent activity at the A2B adenosine receptor.",quarantine_target_not_supported,False,False,False
176,BDB-50139728,50139728,PDTFIAGWAGDHCW-UHFFFAOYSA-N,10.1016/j.bmcl.2003.09.095,14741297,,"Synthesis and SAR evaluation of 1,2,4-triazoles as A(2A) receptor antagonists.",metadata_pass_requires_endpoint_resolution,False,True,False
177,BDB-50271642,50271642,AUQHNAQGJBULMA-UHFFFAOYSA-N,10.1016/j.bmcl.2018.03.086,29627261,,Development of novel pyridazinone-based adenosine receptor ligands.,quarantine_target_not_supported,False,False,False
178,BDB-50496139,50496139,WHJCTOCJGOSTSO-UHFFFAOYSA-N,10.1016/j.ejmech.2014.01.045,24556147,,Novel 8-(p-substituted-phenyl/benzyl)xanthines with selectivity for the A2A adenosine receptor possess bronchospasmolytic activity.,metadata_pass_needs_fulltext,False,True,False
179,BDB-50580310,50580310,OJSWNBSTDSTLPO-UHFFFAOYSA-N,10.1021/acs.jmedchem.1c01155,34783558,,Structure-Based Design of Dual-Acting Compounds Targeting Adenosine A2A Receptor and Histone Deacetylase as Novel Tumor Immunotherapeutic Agents.,metadata_pass_needs_fulltext,False,True,False
180,BDB-50257000,50257000,JGFAEEKLMAWINF-UHFFFAOYSA-N,10.1016/j.bmc.2009.02.030,19282184,,8-Bromo-9-alkyl adenine derivatives as tools for developing new adenosine A2A and A2B receptors ligands.,metadata_pass_needs_fulltext,False,True,False
181,BDB-14390,14390,BNRNXUUZRGQAQC-UHFFFAOYSA-N,10.1021/jm300280e,22563707,,A prospective cross-screening study on G-protein-coupled receptors: lessons learned in virtual compound library design.,metadata_pass_needs_fulltext,False,True,False
182,BDB-35839,35839,FOBLNBXDRQYXQV-UHFFFAOYSA-N,10.1016/j.bmc.2009.07.078,19695884,,Antagonists of the human A(2A) receptor. Part 6: Further optimization of pyrimidine-4-carboxamides.,metadata_pass_requires_endpoint_resolution,False,True,False
183,BDB-50248578,50248578,UPPCVKRCEALPST-UHFFFAOYSA-N,10.1016/j.bmcl.2009.01.042,19181527,,Synthesis and SAR studies of trisubstituted purinones as potent and selective adenosine A2A receptor antagonists.,metadata_pass_needs_fulltext,False,True,False
184,BDB-50414356,50414356,OWZKUWVVPFHDPB-UHFFFAOYSA-N,10.1016/j.bmc.2009.03.029,19346133,,Synthesis of novel 1-alkyl-8-substituted-3-(3-methoxypropyl) xanthines as putative A(2B) receptor antagonists.,metadata_pass_needs_fulltext,False,True,False
185,BDB-50343135,50343135,UMYJKAPQXPVTEH-UHFFFAOYSA-N,10.1016/j.bmc.2011.08.026,21908194,,"Does the combination of optimal substitutions at the C²-, N⁵- and N⁸-positions of the pyrazolo-triazolo-pyrimidine scaffold guarantee selective modulation of the human A₃ adenosine receptors?",metadata_pass_needs_fulltext,False,True,False
186,BDB-50275637,50275637,JXMVGWKOLQYAPP-UHFFFAOYSA-N,10.1016/j.bmc.2018.05.048,29880250,,"Identification of novel thiazolo[5,4-d]pyrimidine derivatives as human A1 and A2A adenosine receptor antagonists/inverse agonists.",metadata_pass_needs_fulltext,False,True,False
187,BDB-50298553,50298553,LWYRFEDQIGXNNB-UHFFFAOYSA-N,10.1016/j.bmc.2009.05.038,19501513,,Combining selectivity and affinity predictions using an integrated Support Vector Machine (SVM) approach: An alternative tool to discriminate between the human adenosine A(2A) and A(3) receptor pyrazolo-triazolo-pyrimidine antagonists binding sites.,metadata_pass_needs_fulltext,False,True,False
188,BDB-50346909,50346909,BTNNZWURLUOUIL-UHFFFAOYSA-N,10.1016/j.bmc.2011.05.001,21616671,,"Synthesis, structure-affinity relationships, and molecular modeling studies of novel pyrazolo[3,4-c]quinoline derivatives as adenosine receptor antagonists.",metadata_pass_needs_fulltext,False,True,False
189,BDB-50271536,50271536,VIBOPLGOAIYGMR-UHFFFAOYSA-N,10.1016/j.bmc.2008.04.039,18468446,,"Synthesis, ligand-receptor modeling studies and pharmacological evaluation of novel 4-modified-2-aryl-1,2,4-triazolo[4,3-a]quinoxalin-1-one derivatives as potent and selective human A3 adenosine receptor antagonists.",metadata_pass_needs_fulltext,False,True,False
